id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
5519,Xe wave mới keng 2015,14.000.000 đ,8.65 tr,10.15 tr,"Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","🌈Honda Wave @ cọp 2015 nguyên zin

💰 Giá bán: 14,000,000₫
➖#BS_76-E1. 296-24
➖OĐô: chuẩn 43km
➖Ngay chủ bán mua bán sang tên Ok 
➖Xe đẹp Sạch sẽ - liền lạc
➖Máy móc nguyên zin ,Êm ái nhẹ nhàng tiết kiệm xăng
➖Full mọi chức năng.Nói chung xe rất ok.Mua về là sử dụng ngay

Hỗ trợ trả góp bao nợ xấu 
Trả trước 7,000,000₫ nhận xe ngay

📲***
Xem xe tại TP thủ đức",Honda,Wave,2015,43,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123674133.htm,2025-11-28 12:11:09,14.0,7.556617,1,Giá CAO bất thường. AI dự đoán: 7.56 tr. (Cao hơn 85%)
5527,cần bán moto HONDA 250cc như hình,6.300.000 đ,9.16 tr,10.76 tr,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe máy móc hoạt động bình thường.
Xe mạnh vọt
Anh em thăm khảo. Có gì alo.
Xem xe thủ đức",Honda,Dòng khác,2000,50000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123313986.htm,2025-11-28 12:11:09,6.3,33.27433,1,Giá RẺ bất thường. AI dự đoán: 33.27 tr. (Thấp hơn 81%)
5532,cần bán,200.000 đ,15.19 tr,17.83 tr,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Bơm làm nước làm mát xe ab 2014 , ai quan tâm liên còn bớt cf",Honda,Air Blade,2014,0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123661738.htm,2025-11-28 12:11:09,0.2,3.8313155,1,Giá RẺ bất thường. AI dự đoán: 3.83 tr. (Thấp hơn 95%)
5547,WAVE A GẮN ÍT ĐỒ CHƠI,39.999.999 đ,10 tr,11.74 tr,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Phuộc Ohlins chính hãng
Choá đèn zhipat 2 tầng
Cùm tăng uma
Vỏ mcl
Heo Nissin 2p
Dây dầu + ngắt dầu trước 
Ốc dầu inox
Pen đạp RCB heo dầu sau
Ống ga titan 
Môbin sườn MSD 
Trợ lực YSS 
Pô full titan 
Tay cầm sau titan 
Phần thân xe : Sơn dàn áo + dàn chân + sườn xe + nhúng carbon các chi tiết 
Full ốc inox
Khóa Smartkey chính hãng Honda 
Máy móc zin êm",Honda,Wave,2017,3000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123643812.htm,2025-11-28 12:11:09,39.999999,7.5879564,1,Giá CAO bất thường. AI dự đoán: 7.59 tr. (Cao hơn 427%)
5553,cần bán xe sh160i,95.000.000 đ,75.95 tr,89.16 tr,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Màu xám xi măng
Bản số thành phố
Còn mới",Honda,SH,2024,29879,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123641448.htm,2025-11-28 12:11:09,95.0,60.802647,1,Giá CAO bất thường. AI dự đoán: 60.80 tr. (Cao hơn 56%)
5565,Future dọn kiểng,38.000.000 đ,,,"Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Cần tiền nên bán Fuled 2019, bstp 9 chủ ký mua bán
Máy mới làm 57zz còn rodai êm ru (chưa tới 1000km)
Dàn ngoài:
Niềng excel, căm nova, vỏ michelin GP
Dĩa 220, heo nissin
Phuộc HO647
Cổ pô titan
Dàn áo full keo bóng lưỡng, full ốc inox.
Giá 38.000.000 còn fix",Honda,Future,2019,14000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123625385.htm,2025-11-28 12:11:09,38.0,21.72404,1,Giá CAO bất thường. AI dự đoán: 21.72 tr. (Cao hơn 75%)
5570,CBR1000 Repsol Date 2013,206.000.000 đ,32.43 tr,38.07 tr,"Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","CBR1000 Repsol Date 2013 siêu keng 
- Đã bảo dưỡng full 
- Xe có lên vài đồ chơi cơ bản nhưng chất ( Ae nhìn hình tự đánh giá) 
- CBR đời này thì sức mạnh khỏi bàn nha anh em, vặn là có 
- Tình trạng xe y hệt trên hình 
- Cam kết ko đâm đụng té ngã 
Giá có thương lượng cho ae nhanh gọn, miễn tiếp cò lái",Honda,CBR,2013,26999,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123622451.htm,2025-11-28 12:11:09,206.0,84.86948,1,Giá CAO bất thường. AI dự đoán: 84.87 tr. (Cao hơn 143%)
5571,Yamaha grader,20.000.000 đ,13.65 tr,16.02 tr,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe nhà chạy. Máy im ru
Chưa đụng đến lóc máy bao giờ.",Yamaha,Grande,2015,106,Đã sử dụng,Tay ga,Không biết rõ,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123622072.htm,2025-11-28 12:11:09,20.0,9.42912,1,Giá CAO bất thường. AI dự đoán: 9.43 tr. (Cao hơn 112%)
5572,Vario 150 - ĐK 2017,49.500.000 đ,51.28 tr,60.19 tr,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Vario 150 dk 2017
Xe zin toàn bộ. Chỉ sơn lại màu xám xi măng. Máy móc zin. Thay nhớt định kỳ hàng tháng
Chính chủ bán. Sang tên 1 nốt nhạc",Honda,Vario,2017,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123621289.htm,2025-11-28 12:11:09,49.5,31.63031,1,Giá CAO bất thường. AI dự đoán: 31.63 tr. (Cao hơn 56%)
5575,không còn nhu cầu dùng nên bán Gz150,35.000.000 đ,35.47 tr,41.64 tr,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Tình trạng xe tốt ít chỉ xe chỉ chạy gần 17.000km chăm sóc xe kỹ,Suzuki,GZ,2013,16000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123613416.htm,2025-11-28 12:11:09,35.0,20.707813,1,Giá CAO bất thường. AI dự đoán: 20.71 tr. (Cao hơn 69%)
5577,😎🤓Vespa GTS150 ODO8k biển TP 🤩🤩,72.800.000 đ,64.28 tr,75.46 tr,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Ít dùng để chùm mền quài cũng ngại nên nhượng lại cho AE nào quan tâm. Xe trong tình trạng hoàn hảo , mới vửa thay nhớt đi được có hơn 500km . Xe keng bao ae test nên AE cứ việc tới nhà xem rồi chốt nha",Piaggio,GTS,2020,8000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123610690.htm,2025-11-28 12:11:09,72.8,38.4962,1,Giá CAO bất thường. AI dự đoán: 38.50 tr. (Cao hơn 89%)
5580,Bán xe sym shars 125cc,8.000.000 đ,,,"Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe ít đi nên cần bán ,sym shars mni 125cc ,xe chính chủ ,odor 25000 km ,xe biển 47 .xem xe tại quận 9",SYM,Shark,2018,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123608571.htm,2025-11-28 12:11:09,8.0,17.98115,1,Giá RẺ bất thường. AI dự đoán: 17.98 tr. (Thấp hơn 56%)
5588,Jupiter Nhật,6.800 đ,7.21 tr,8.47 tr,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Jupier 125 2007 - Giấy Tờ Đầy Đủ

- Xe ngoại hình đẹp dàn áo liền lạc chức năng đầy đủ
- máy móc mới làm lại cực êm không tiếng động lạ 
- Phù hợp cho ae cần xe đi làm, đi cày, đi công trình

GIÁ: 6tr8 - Còn thương lượng
Xem xe Thủ Đức",Yamaha,Jupiter,2007,300000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123601404.htm,2025-11-28 12:11:09,0.0068,1.9083292,1,Giá RẺ bất thường. AI dự đoán: 1.91 tr. (Thấp hơn 100%)
5593,Chính chủ bán SH 125 ABS 2020 HCM,69.900.000 đ,66.3 tr,77.83 tr,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Gia đình dư dùng cần bán:
- SH125i 2020 ABS 
- Odo: 5xxxx
- chính chủ công chứng sang tên 
- Xem xe tại Bình Thạnh hoặc Thủ Đức",Honda,SH,2020,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123597475.htm,2025-11-28 12:11:09,69.9,37.59658,1,Giá CAO bất thường. AI dự đoán: 37.60 tr. (Cao hơn 86%)
5610,mio classico,7.300 đ,5.89 tr,6.92 tr,,Cần bán mio classico máy êm zin bao nhẹ xe mua bán bao tranh chấp giao bộ hợp đồng uỷ quyền mua bán củ xe nhỏ gọn phù hợp chị em đi chợ giá 7tr3,Yamaha,Mio,2010,6789,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123579244.htm,2025-11-28 12:11:09,0.0073,2.4418554,1,Giá RẺ bất thường. AI dự đoán: 2.44 tr. (Thấp hơn 100%)
5633,suzuki hayate 125 fi,8.500.000 đ,4.21 tr,4.94 tr,"Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe nhà dùng cần bán, xe máy móc chạy bốc. Như cầu dư dùng bán nên mình muốn để lại xe này cho ai thích. 
Xe bstp 
Giấy tờ mua bán mình có giấy mua bán. Nhờ dịch vụ sang tên được. Ai thiện chí liên hệ mình qua xem xe trực tiếp.thương lượng",Suzuki,Hayate,2012,99999,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123560597.htm,2025-11-28 12:11:09,8.5,4.6568213,1,Giá CAO bất thường. AI dự đoán: 4.66 tr. (Cao hơn 83%)
5655,Super dream 2004,17.800.000 đ,13.8 tr,16.21 tr,"Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Honda super dream 2004
Xe nhà sử dụng mua mới 1 chủ từ trước đến nay 
Do nay ông lớn tuổi tính đổi qua tay ga nên cần bán 
Thay nhớt kiểm tra định kỳ đầy đủ
Dàn ngoài có trầy theo năm tháng 
Đồ zin theo xe đầy đủ 
Máy móc có rớt đầu vệ sinh . Rất êm tiết kiệm xăng 
Thích hợp cho ae về dọn hay chạy shiper rất ok 
Bstp 4 số chính chủ uỷ quyền sang tên 1p30 
Giá e có đăng trên bài ( nhiệt tình koi xe e có bớt 
Koi xe tes xe trực tiếp tại nhà anh chị cứ yên tâm",Honda,Dream,2004,0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123541536.htm,2025-11-28 12:11:09,17.8,10.276998,1,Giá CAO bất thường. AI dự đoán: 10.28 tr. (Cao hơn 73%)
5656,Xe airblade đẹp keng,18.000.000 đ,9.85 tr,11.56 tr,"Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Đổi qua ex hình sự nên cần ra đi e nó. 
Xe mới dọn sơn xi ốc tán như hình. Xe đã lên cặp đen bi cầu siêu sáng. Dọn sạch sẽ từ trong ra ngoài. Thay nguyên bộ nồi mới. Bộ lap mới k 1 tiếng hú. Đĩa trước mới. Cặp vỏ michelin pilot .....
Hồ sơ pháp lý xe sạch sẽ. Mua về chỉ việc đổ xăng là chạy. 
19x
Ai cần liên hệ",Honda,Air Blade,2011,400000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123534782.htm,2025-11-28 12:11:09,18.0,9.273048,1,Giá CAO bất thường. AI dự đoán: 9.27 tr. (Cao hơn 94%)
5677,sh ý cần tiền gấp bán giá rẻ,160.000.000 đ,95.08 tr,111.62 tr,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","sh ý cần tiền gấp bán giá rẻ
Sh cam kết bao zin bao chưa rớt đầu máy móc zin 100% xe đẹp mua về chỉ chạy .xe nhẹ êm 
Mua bán tại nhà cho ae yên tâm gd xe ở hcm
Nhanh gọn lẹ vào việc ae thiện chí inbox hoặc câll",Honda,SH,2010,18000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123520376.htm,2025-11-28 12:11:09,160.0,90.37939,1,Giá CAO bất thường. AI dự đoán: 90.38 tr. (Cao hơn 77%)
5691,cần ra em ex up 9chu,23.500.000 đ,14.53 tr,17.05 tr,"Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Cần bán e ex 135 up ao mới 
Máy đã đuoc kiem tra lam
Lai may 57zz
9chu",Yamaha,Exciter,2013,125588,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123496521.htm,2025-11-28 12:11:09,23.5,14.673886,1,Giá CAO bất thường. AI dự đoán: 14.67 tr. (Cao hơn 60%)
5693,Cần bán xe,16.800.000 đ,5.41 tr,6.35 tr,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Xe mới dọn leng keng . Bso tp hcm .4555 . Phuộc G-sport tăng chỉnh . Niềng DID cặp vỏ made indo mới căm crom . Đồng hồ điện tử KTC full chức năng .dàn chân inox CN . *** sdt,Yamaha,Mio,2006,3000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123495711.htm,2025-11-28 12:11:09,16.8,5.045058,1,Giá CAO bất thường. AI dự đoán: 5.05 tr. (Cao hơn 233%)
5696,"Xe SH Thái, để lâu không đi",4.000.000 đ,57.96 tr,68.03 tr,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe lâu không đi, nay lấy ra có vẻ hết bình không đề được. Anh em có thời gian qua xem cân nhắc. Anh bạn gửi bán có bảo xe sửa xong đi bình thường khoẻ. Anh em nhắn tin không gọi điện nha",Honda,SH,2018,111,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123490001.htm,2025-11-28 12:11:09,4.0,36.152966,1,Giá RẺ bất thường. AI dự đoán: 36.15 tr. (Thấp hơn 89%)
5705,"Exciter 2010 Vàng đen đã ra bs định danh, dọn new",66.000.000 đ,41.61 tr,48.85 tr,"Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Em cần ra đi Ex nhỏ 4 số đúng đời 2010 - 1S940AY, Cà vẹt vàng đúng màu vàng đen 2010
 Xe em dọn tâm huyết fullnew từ trong ra ngoài, đã fix hết các lỗi của ex nhỏ, mới chạy vài ngàn km, đã ra biển tỉnh định danh, bao rút thu hồi cho ae luôn.
 Em dọn nhiều chi tiết giờ kể sợ thiếu, ae cứ qua xem xe cụ thể:
- Full cục máy new 57kck bên a PGS (thay hết đồ new: Đầu zin, Lòng 150 1PA, Trái bạc, Tay dên uma, Xupap, Cam PGS, Sên cam, Tăng cam CNC, Lọc nhớt, Bơm nhớt, Bơm nước mát, Cốt nhông, Full bạc đạn máy, Nồi trước sau, Chuông, Bố ba càng, Chuồng heo, Lá bố, Lá sắt, nước mát, nhớt...).
- Đồ thay new hãng (Dàn áo full bóng nhám vàng RC new, tem zin, bodykit, Pô new hãng, Bình xăng con new hãng, Củ đề new hãng, cụm Khoá xăng, Nắp xăng, Lọc gió, Khoá yên, Yên zin new hãng, Bình acquy new, má đùm, Cùi dĩa, bạc đạn dĩa, bạc đạn mâm trước sau, pad, phớt, bulong, Cốt bánh trước sau new, Canh bánh trước sau new, cốt chống đứng, chống nghiêng new, lò xo), Gác máy new, Chụp cóc công tơ mét new, lò xo, nắp mâm lửa new, lõi cốt gù, cặp gù, Cùm ga, ống ga, bao tay, dây ga new hãng new, Bố thắng, càng thắng lò xo ốc hãng new, cao su ghi đông sọ khỉ, dàn ốc)
- Làm chén cổ + thay ty 2011, Kiềng phuộc trước 
- Ốc salaya dàn áo, bộ ốc zin new
- Đèn Zhipat 2 tầng new, Xi nhan Zhipat new, Cùm NVX zin new, Cặp vỏ Rosso new, đồng hồ Spark new, Cần số 2 chiều spark thái, Hậu Spark thái new, Phuộc RCB M2 đen ty vàng new, Rổ giữa Appi, gù tạ cnc, NSD new (nhông mặt trời,",Yamaha,Exciter,2010,2500,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123484587.htm,2025-11-28 12:11:09,66.0,26.000465,1,Giá CAO bất thường. AI dự đoán: 26.00 tr. (Cao hơn 154%)
5714,mình cần bán xe tâm huyết nha ae,22.000.000 đ,15.95 tr,18.72 tr,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Bán wava Alpha 2004 dọn lên wava thái 110,xe dọn tâm huyết nha ae máy im ko dọng hú gì,ae nhìn xe đánh giá giùm mình xe dọn đồ xịn ko nha ae,xe chính chủ công chứng huỷ huyền 1 nót nhạc nha 
Ae mua xe liên hệ trực tiếp cho mình nha",Honda,Wave,2024,12000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123477383.htm,2025-11-28 12:11:09,22.0,13.86406,1,Giá CAO bất thường. AI dự đoán: 13.86 tr. (Cao hơn 59%)
5732,xe nhà dư bán,7.300.000 đ,17.23 tr,20.23 tr,"Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe nhà dang sữ dụng 
Cần thanh lý 
Xe chạy tốt.bình thường 
Điện -kèn -đề đầy đủ 
Chỉ đổ xăng là chạy
👍👍👍👍👍",Piaggio,Vespa,2014,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123453992.htm,2025-11-28 12:11:09,7.3,16.742163,1,Giá RẺ bất thường. AI dự đoán: 16.74 tr. (Thấp hơn 56%)
5745,bán nhanh xe dư do thiếu chỗ đậu,9.800.000 đ,36.71 tr,43.1 tr,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Xe honda đã qua sử dụng muốn bán nhanh cảm ơn,Honda,Air Blade,2023,5678,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123442616.htm,2025-11-28 12:11:09,9.8,30.263893,1,Giá RẺ bất thường. AI dự đoán: 30.26 tr. (Thấp hơn 68%)
5759,xe Wave chính chủ sang tên công chứng ngay,11.000.000 đ,6.99 tr,8.21 tr,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe k đi cần bán wave chính chủ 110, xe cán bộ bộ đội đi dữ kỹ nên còn rất mới, mua bán tại nhà khu dân cư 434, Thuận An, Bình Dương",Honda,Wave,2012,2000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123425099.htm,2025-11-28 12:11:09,11.0,6.93833,1,Giá CAO bất thường. AI dự đoán: 6.94 tr. (Cao hơn 59%)
5775,Bán SH biển số tp,90.000.000 đ,57.96 tr,68.03 tr,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Do nhà dư chiếc sh nên muốn bán để ở nhà ko chạy nên muốn bán cho ai cần,Honda,SH,2018,26818,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123414957.htm,2025-11-28 12:11:09,90.0,54.458923,1,Giá CAO bất thường. AI dự đoán: 54.46 tr. (Cao hơn 65%)
5778,Sym galaxy port,5.000.000 đ,6.3 tr,7.4 tr,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Thanh lý sym galaxy sport côn tay, phuộc sau đã thay. Xe chính chủ, giấu tờ đầy đủ, si. Ai vần inbox",SYM,Galaxy,2018,55000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123411096.htm,2025-11-28 12:11:09,5.0,12.38788,1,Giá RẺ bất thường. AI dự đoán: 12.39 tr. (Thấp hơn 60%)
5782,ab 2018 siêu cọp odo 3800km,35.500.000 đ,21.96 tr,25.78 tr,"Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe AB 2018 siêu cọp trùm mền odo 3800km siêu nét như dắt hãng , biển số SG",Honda,Air Blade,2018,38000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123409208.htm,2025-11-28 12:11:09,35.5,22.60178,1,Giá CAO bất thường. AI dự đoán: 22.60 tr. (Cao hơn 57%)
5786,cần bán ex 210 5p71,49.000.000 đ,41.61 tr,48.85 tr,"Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","_ Có hỗ trợ quẹt thẻ tín dụng 0% !
_ Có bán trả góp qua ngân hàng :
•Chỉ cân CCCD CHÍP + K Nợ Xấu
_ HỖ TRỢ GÓP KO CẦN ĐƯA TRƯỚC VẪN ĐƯỢC

BÁN Exciter 5p71 cuốii 2009 Bstp chính chủ 
_ Dọn full new đẹp long lanh 
_ Máy móc zin cực kì ngon máy êm ru ngon lành , bao k hề hú hí , tiêt kiệm xăng 
_ Dàn ngoài con rất đẹp liền lạc sạch sẽ OK 
_ dàn chân cứng cáp sạch sẽ mới keng
_ Xe đi giữ kĩ , thay nhớt bảo dưỡng thường xuyên ae về chi việc đổ xăng là vi vu

__ GIÁ : 49tr

__ Liên hệ :*** ( Nghĩa ) 

Xem xe tại Tam Binh Thủ Đức",Yamaha,Exciter,2010,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123407262.htm,2025-11-28 12:11:09,49.0,27.159792,1,Giá CAO bất thường. AI dự đoán: 27.16 tr. (Cao hơn 80%)
5807,cần bán xe wave máy êm có giấy tờ đề phát nổ,3.300.000 đ,6.76 tr,7.94 tr,"Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Cần bán xe giấy tờ đầy đủ đề phát nổ có đèn kèng ok máy chạy mạnh,Honda,Wave,2011,123456,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123385511.htm,2025-11-28 12:11:09,3.3,7.4761887,1,Giá RẺ bất thường. AI dự đoán: 7.48 tr. (Thấp hơn 56%)
5816,Giá bớt cho ít,1.000.000 đ,7.87 tr,9.24 tr,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","Xe chạy ok. Về đi làm hộp lý, máy hơi kêu",Honda,Cub,2009,100000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/123379548.htm,2025-11-28 12:11:09,1.0,5.7258973,1,Giá RẺ bất thường. AI dự đoán: 5.73 tr. (Thấp hơn 83%)
